PCON11CD,PCON11NM,Area Sq Km,Mid-2018,Mid-2017,Mid-2016,Mid-2015,Mid-2018 ,Mid-2017,Mid-2016,Mid-2015
E14000821,Milton Keynes North,229,"132,698","132,573","131,641","129,733",580,579,575,567
E14000822,Milton Keynes South,80,"135,909","134,948","134,599","133,448","1,702","1,690","1,686","1,672"
E14000823,Mitcham and Morden,16,"106,412","106,832","108,065","107,874","6,470","6,496","6,571","6,559"
E14000824,Mole Valley,369,"97,208","97,219","97,325","96,861",263,263,263,262
E14000825,Morecambe and Lunesdale,254,"89,470","89,064","89,365","89,157",353,351,352,352
E14000826,Morley and Outwood,69,"99,113","98,496","98,206","97,767","1,445","1,436","1,431","1,425"
E14000827,New Forest East,397,"93,614","93,713","93,667","93,687",236,236,236,236
E14000828,New Forest West,356,"86,139","85,877","85,862","85,588",242,241,241,240
E14000829,Newark,700,"104,876","104,522","103,624","102,690",150,149,148,147
E14000830,Newbury,597,"112,045","111,848","111,609","110,626",188,187,187,185
E14000831,Newcastle upon Tyne Central,24,"104,633","102,253","101,538","99,686","4,395","4,295","4,265","4,187"
E14000832,Newcastle upon Tyne East,19,"102,715","101,547","100,402","99,734","5,382","5,321","5,261","5,226"
E14000833,Newcastle upon Tyne North,71,"92,848","92,042","91,773","91,344","1,316","1,304","1,301","1,294"
E14000834,Newcastle-under-Lyme,81,"94,566","94,194","93,207","92,146","1,166","1,161","1,149","1,136"
E14000835,Newton Abbot,204,"91,845","90,795","89,621","88,829",451,446,440,436
E14000836,"Normanton, Pontefract and Castleford",86,"113,546","112,182","110,923","110,105","1,314","1,298","1,284","1,274"
E14000837,North Cornwall,"1,195","93,582","92,772","91,814","91,258",78,78,77,76
E14000838,North Devon,"1,086","96,110","95,440","94,643","94,162",88,88,87,87
E14000839,North Dorset,881,"98,617","98,878","98,543","98,200",112,112,112,112
E14000840,North Durham,104,"88,088","88,060","87,932","87,679",846,846,845,842
E14000841,North East Bedfordshire,543,"116,917","114,925","113,245","111,259",215,212,209,205
E14000842,North East Cambridgeshire,724,"119,770","119,024","117,652","116,816",165,164,162,161
E14000843,North East Derbyshire,228,"91,877","91,786","91,577","91,059",403,402,401,399
E14000844,North East Hampshire,401,"101,362","100,563","99,927","99,439",252,250,249,248
E14000845,North East Hertfordshire,502,"100,791","100,639","99,742","98,616",201,200,199,196
E14000846,North East Somerset,317,"94,879","93,654","92,917","90,479",299,295,293,285
E14000847,North Herefordshire,"1,456","90,435","89,604","88,854","88,510",62,62,61,61
E14000848,North Norfolk,727,"87,337","86,991","86,617","86,300",120,120,119,119
E14000849,North Shropshire,935,"109,995","109,100","108,230","107,324",118,117,116,115
E14000850,North Somerset,228,"102,194","101,910","101,585","101,151",448,447,445,443
E14000851,North Swindon,106,"112,981","112,237","111,612","111,371","1,063","1,056","1,050","1,047"
E14000852,North Thanet,137,"99,200","98,218","97,919","97,254",725,718,715,711
E14000853,North Tyneside,44,"105,447","104,399","103,974","103,293","2,389","2,365","2,355","2,340"
E14000854,North Warwickshire,266,"93,332","92,833","91,900","91,261",350,348,345,342
E14000855,North West Cambridgeshire,746,"134,261","133,227","131,953","130,646",180,179,177,175
E14000856,North West Durham,699,"94,481","94,105","93,824","93,224",135,135,134,133
E14000857,North West Hampshire,589,"108,687","107,227","106,437","105,491",184,182,181,179
E14000858,North West Leicestershire,279,"102,126","100,109","98,436","97,098",366,358,352,348
E14000859,North West Norfolk,787,"97,885","98,029","97,751","97,447",124,124,124,124
E14000860,North Wiltshire,714,"94,944","94,290","93,279","91,883",133,132,131,129
E14000861,Northampton North,22,"87,890","88,634","88,581","88,071","3,929","3,963","3,960","3,938"
E14000862,Northampton South,33,"101,603","101,461","100,871","99,205","3,084","3,079","3,062","3,011"
E14000863,Norwich North,36,"89,565","89,235","89,074","88,774","2,475","2,466","2,462","2,453"
E14000864,Norwich South,29,"104,215","103,284","102,657","101,257","3,620","3,587","3,565","3,517"
E14000865,Nottingham East,19,"110,461","109,797","108,095","105,382","5,905","5,869","5,778","5,633"
E14000866,Nottingham North,23,"100,242","100,690","100,034","99,023","4,294","4,314","4,286","4,242"
E14000867,Nottingham South,33,"120,366","118,722","116,650","114,531","3,696","3,646","3,582","3,517"
E14000868,Nuneaton,83,"94,330","93,717","92,793","91,938","1,136","1,129","1,118","1,107"
E14000869,Old Bexley and Sidcup,25,"89,474","89,400","89,489","88,910","3,645","3,642","3,646","3,622"
E14000870,Oldham East and Saddleworth,104,"106,874","105,960","105,217","104,022","1,024","1,015","1,008",996
E14000871,Oldham West and Royton,31,"108,193","107,334","106,699","105,669","3,508","3,481","3,460","3,427"
E14000872,Orpington,79,"92,348","91,917","91,741","91,479","1,173","1,168","1,165","1,162"
E14000873,Oxford East,31,"122,993","123,350","124,005","123,413","4,019","4,030","4,052","4,033"
E14000874,Oxford West and Abingdon,128,"110,282","109,678","109,078","108,652",863,859,854,851
E14000875,Pendle,169,"91,405","90,696","90,515","89,925",540,535,534,531
E14000876,Penistone and Stocksbridge,294,"89,545","89,284","88,885","88,561",305,304,303,301
E14000877,Penrith and The Border,"3,106","82,633","82,409","82,290","81,984",27,27,26,26
E14000878,Peterborough,175,"124,103","122,987","122,151","120,401",709,703,698,688
E14000879,"Plymouth, Moor View",33,"93,697","93,933","93,568","93,624","2,872","2,879","2,868","2,869"
E14000880,"Plymouth, Sutton and Devonport",21,"114,622","114,519","114,108","113,075","5,419","5,414","5,395","5,346"
E14000881,Poole,31,"98,839","98,567","98,000","97,456","3,195","3,186","3,167","3,150"
E14000882,Poplar and Limehouse,11,"167,368","161,144","156,871","153,469","15,759","15,173","14,770","14,450"
E14000883,Portsmouth North,27,"99,704","100,174","100,390","99,694","3,696","3,714","3,722","3,696"
E14000884,Portsmouth South,13,"115,429","114,544","112,945","110,844","8,604","8,538","8,419","8,262"
E14000885,Preston,26,"96,719","96,426","96,162","95,607","3,650","3,639","3,629","3,609"
E14000886,Pudsey,55,"91,694","91,879","91,683","90,904","1,668","1,671","1,667","1,653"
E14000887,Putney,13,"99,230","98,091","97,230","96,189","7,782","7,692","7,625","7,543"
E14000888,Rayleigh and Wickford,112,"101,666","101,041","100,833","100,207",906,901,899,893
E14000889,Reading East,28,"116,095","115,284","113,444","112,220","4,212","4,182","4,116","4,071"
E14000890,Reading West,51,"104,145","104,157","105,032","104,726","2,048","2,048","2,066","2,060"
E14000891,Redcar,72,"87,448","87,215","86,917","86,747","1,208","1,205","1,201","1,198"
E14000892,Redditch,149,"90,730","90,889","90,696","90,379",610,611,610,608
E14000893,Reigate,112,"106,612","106,027","105,274","104,500",953,948,941,934
E14000894,Ribble Valley,631,"100,348","99,620","98,893","98,388",159,158,157,156
E14000895,Richmond (Yorks),"2,078","109,158","109,492","109,714","108,104",53,53,53,52
E14000896,Richmond Park,37,"126,904","125,093","124,078","122,932","3,417","3,368","3,341","3,310"
E14000897,Rochdale,86,"112,732","111,859","110,431","109,127","1,318","1,307","1,291","1,276"
E14000898,Rochester and Strood,149,"113,121","112,916","112,515","111,363",761,759,757,749
E14000899,Rochford and Southend East,93,"105,895","105,200","104,370","103,332","1,136","1,128","1,119","1,108"
E14000900,Romford,29,"105,630","104,539","103,296","101,746","3,593","3,556","3,514","3,461"
E14000901,Romsey and Southampton North,420,"91,558","91,141","90,037","88,574",218,217,214,211
E14000902,Rossendale and Darwen,217,"98,387","98,020","97,902","97,679",452,451,450,449
E14000903,Rother Valley,167,"97,018","96,352","95,997","95,366",582,578,576,572
E14000904,Rotherham,45,"91,889","91,706","91,221","90,993","2,038","2,034","2,023","2,018"
E14000905,Rugby,247,"103,354","102,733","101,732","100,911",419,417,413,409
E14000906,"Ruislip, Northwood and Pinner",50,"97,690","97,520","97,524","96,731","1,973","1,970","1,970","1,954"
E14000907,Runnymede and Weybridge,94,"110,109","108,976","108,569","107,037","1,174","1,161","1,157","1,141"
E14000908,Rushcliffe,309,"100,046","98,568","97,885","97,391",323,319,316,315
E14000909,Rutland and Melton,"1,105","104,698","104,112","103,598","102,821",95,94,94,93
E14000910,Saffron Walden,795,"113,603","111,701","109,928","108,562",143,140,138,136
E14000911,Salford and Eccles,32,"119,854","117,990","116,217","115,070","3,776","3,717","3,661","3,625"
E14000912,Salisbury,613,"96,983","96,573","95,373","94,617",158,158,156,154
E14000913,Scarborough and Whitby,738,"97,109","96,695","96,576","96,699",132,131,131,131
E14000914,Scunthorpe,182,"92,198","91,641","91,302","90,917",505,502,501,498
E14000915,Sedgefield,367,"84,523","84,279","84,317","84,072",230,230,230,229
E14000916,Sefton Central,83,"83,401","83,315","83,896","83,936","1,001","1,000","1,007","1,007"
E14000917,Selby and Ainsty,845,"102,725","101,373","100,372","99,547",122,120,119,118
E14000918,Sevenoaks,250,"97,596","96,949","96,627","95,774",391,388,387,384
E14000919,Sheffield Central,20,"133,660","130,085","127,989","124,582","6,629","6,452","6,348","6,179"
E14000920,Sheffield South East,44,"94,686","94,106","93,817","93,789","2,136","2,123","2,116","2,115"
E14000921,"Sheffield, Brightside and Hillsborough",27,"112,812","112,154","111,208","110,238","4,120","4,096","4,062","4,026"
E14000922,"Sheffield, Hallam",135,"92,196","92,386","92,028","91,959",682,683,680,680
E14000923,"Sheffield, Heeley",25,"95,132","94,955","94,910","94,475","3,769","3,762","3,761","3,743"
E14000924,Sherwood,307,"101,361","100,376","98,774","97,867",330,327,321,319
E14000925,Shipley,95,"95,797","95,974","95,904","95,759","1,008","1,010","1,009","1,008"
E14000926,Shrewsbury and Atcham,602,"107,635","106,407","105,207","104,149",179,177,175,173
E14000927,Sittingbourne and Sheppey,239,"119,331","117,975","116,547","114,334",499,493,487,478
E14000928,Skipton and Ripon,"2,092","100,236","99,840","99,545","99,321",48,48,48,47
E14000929,Sleaford and North Hykeham,"1,122","118,604","118,053","116,580","115,246",106,105,104,103
E14000930,Slough,27,"142,556","142,082","141,068","139,515","5,296","5,279","5,241","5,183"
E14000931,Solihull,33,"102,349","102,258","101,580","100,779","3,128","3,125","3,105","3,080"
E14000932,Somerton and Frome,951,"107,727","106,834","106,494","105,815",113,112,112,111
E14000933,South Basildon and East Thurrock,131,"101,390","100,461","99,691","98,880",772,764,759,752
E14000934,South Cambridgeshire,629,"116,766","115,828","115,069","114,174",186,184,183,181
E14000935,South Derbyshire,338,"104,493","102,385","100,421","99,345",309,303,297,294
E14000936,South Dorset,371,"93,732","93,451","93,005","92,804",252,252,250,250
E14000937,South East Cambridgeshire,751,"121,054","120,504","120,013","119,143",161,161,160,159
E14000938,South East Cornwall,716,"90,314","89,989","89,690","89,229",126,126,125,125
E14000939,South Holland and The Deepings,780,"108,114","107,467","106,623","105,080",139,138,137,135
E14000940,South Leicestershire,285,"106,924","105,253","103,920","102,887",376,370,365,362
E14000941,South Norfolk,791,"109,795","107,778","105,712","104,088",139,136,134,132
E14000942,South Northamptonshire,610,"118,875","117,338","115,698","114,125",195,192,190,187
E14000943,South Ribble,197,"99,551","99,596","99,112","98,443",506,506,504,500
E14000944,South Shields,25,"83,796","83,621","83,138","82,659","3,409","3,402","3,382","3,363"
E14000945,South Staffordshire,274,"97,406","97,353","96,570","96,071",356,356,353,351
E14000946,South Suffolk,651,"95,518","94,900","94,385","94,013",147,146,145,144
E14000947,South Swindon,124,"109,015","108,126","106,968","106,213",881,874,864,858
E14000948,South Thanet,128,"101,569","101,730","101,128","100,290",796,797,793,786
E14000949,South West Bedfordshire,127,"112,961","111,581","110,381","108,797",892,881,872,859
E14000950,South West Devon,371,"90,019","89,446","89,628","89,579",243,241,242,242
E14000951,South West Hertfordshire,174,"110,640","110,191","110,409","109,552",636,634,635,630
E14000952,South West Norfolk,"1,311","109,360","109,166","108,648","107,693",83,83,83,82
E14000953,South West Surrey,256,"106,770","106,199","105,842","105,210",417,414,413,410
E14000954,South West Wiltshire,737,"103,296","103,010","102,421","101,303",140,140,139,137
E14000955,"Southampton, Itchen",20,"110,362","110,014","109,693","107,687","5,423","5,406","5,390","5,291"
E14000956,"Southampton, Test",22,"112,676","112,751","112,007","110,681","5,109","5,113","5,079","5,019"
E14000957,Southend West,20,"92,792","92,501","91,887","91,533","4,716","4,701","4,670","4,652"
E14000958,Southport,46,"92,356","92,050","91,925","91,627","2,006","1,999","1,997","1,990"
E14000959,Spelthorne,45,"99,334","99,120","98,869","98,419","2,213","2,208","2,203","2,193"
E14000960,St Albans,67,"103,181","103,086","102,998","102,357","1,535","1,533","1,532","1,522"
E14000961,St Austell and Newquay,397,"107,530","106,443","104,852","103,561",271,268,264,261
E14000962,St Helens North,84,"99,320","98,708","98,329","97,804","1,185","1,178","1,173","1,167"
E14000963,St Helens South and Whiston,64,"103,046","102,854","102,343","102,113","1,607","1,604","1,596","1,592"
E14000964,St Ives,530,"87,315","87,250","87,048","86,841",165,165,164,164
E14000965,Stafford,291,"98,827","97,986","97,462","96,257",340,337,335,331
E14000966,Staffordshire Moorlands,513,"78,744","78,763","78,518","78,288",153,153,153,152
E14000967,Stalybridge and Hyde,63,"94,678","94,171","93,525","92,876","1,497","1,489","1,479","1,469"
E14000968,Stevenage,63,"98,203","98,200","97,688","96,813","1,549","1,549","1,541","1,527"
E14000969,Stockport,22,"89,269","88,745","88,109","87,459","4,074","4,050","4,021","3,991"
E14000970,Stockton North,121,"92,832","92,763","92,748","92,590",769,769,769,767
E14000971,Stockton South,84,"104,381","103,724","103,210","102,538","1,238","1,230","1,224","1,216"
E14000972,Stoke-on-Trent Central,30,"86,669","85,975","85,085","84,110","2,863","2,840","2,811","2,778"
E14000973,Stoke-on-Trent North,42,"99,615","99,306","98,800","97,997","2,361","2,354","2,342","2,323"
E14000974,Stoke-on-Trent South,33,"89,881","90,359","90,181","89,878","2,736","2,751","2,745","2,736"
E14000975,Stone,621,"86,018","85,555","84,975","84,805",138,138,137,137
E14000976,Stourbridge,27,"90,444","90,208","89,855","89,704","3,300","3,291","3,279","3,273"
E14000977,Stratford-on-Avon,671,"93,810","92,178","90,997","90,255",140,137,136,135
E14000978,Streatham,10,"124,358","123,997","124,042","123,385","11,905","11,871","11,875","11,812"
E14000979,Stretford and Urmston,47,"101,246","100,958","100,517","100,369","2,163","2,157","2,147","2,144"
E14000980,Stroud,385,"105,686","104,822","104,182","103,720",274,272,270,269
E14000981,Suffolk Coastal,754,"103,243","102,482","101,577","100,635",137,136,135,133
E14000982,Sunderland Central,29,"101,695","101,578","101,552","101,110","3,504","3,500","3,499","3,484"
E14000983,Surrey Heath,108,"109,011","109,004","109,145","108,423","1,008","1,008","1,009","1,003"
E14000984,Sutton and Cheam,18,"101,980","101,463","100,595","99,680","5,558","5,530","5,482","5,432"
E14000985,Sutton Coldfield,58,"94,395","94,906","94,928","94,785","1,638","1,647","1,647","1,645"
E14000986,Tamworth,180,"95,529","95,401","95,727","95,766",532,531,533,533
E14000987,Tatton,330,"85,968","86,010","85,804","85,321",260,260,260,258
E14000988,Taunton Deane,462,"118,979","117,423","115,969","114,241",257,254,251,247
E14000989,Telford,51,"97,503","96,290","95,004","93,623","1,930","1,906","1,880","1,853"
E14000990,Tewkesbury,369,"108,340","106,198","104,497","103,005",294,288,283,279
E14000991,The Cotswolds,"1,240","102,355","100,817","99,411","98,602",83,81,80,80
E14000992,The Wrekin,345,"96,325","95,165","93,911","93,187",279,276,272,270
E14000993,Thirsk and Malton,"2,137","101,767","100,911","100,195","99,257",48,47,47,46
E14000994,Thornbury and Yate,373,"87,378","86,444","85,685","84,686",234,232,230,227
E14000995,Thurrock,68,"129,896","128,157","126,667","124,549","1,909","1,884","1,862","1,831"
E14000996,Tiverton and Honiton,904,"103,139","101,980","100,917","100,321",114,113,112,111
E14000997,Tonbridge and Malling,300,"106,769","105,463","104,188","103,358",356,352,348,345
E14000998,Tooting,11,"109,595","109,451","109,595","109,335","9,758","9,745","9,758","9,734"
E14000999,Torbay,36,"100,345","99,901","99,445","99,016","2,807","2,794","2,782","2,770"
E14001000,Torridge and West Devon,"1,700","101,844","101,604","100,707","99,862",60,60,59,59
E14001001,Totnes,569,"86,418","85,858","84,846","84,769",152,151,149,149
E14001002,Tottenham,13,"142,008","142,569","142,096","139,142","10,800","10,843","10,807","10,582"
E14001003,Truro and Falmouth,445,"96,491","95,669","94,044","93,130",217,215,211,209
E14001004,Tunbridge Wells,248,"107,957","107,914","107,321","106,735",435,435,433,430
E14001005,Twickenham,29,"118,178","117,932","117,823","117,415","4,053","4,045","4,041","4,027"
E14001006,Tynemouth,38,"100,538","100,074","99,601","99,432","2,634","2,622","2,609","2,605"
E14001007,Uxbridge and South Ruislip,30,"111,453","110,148","109,466","108,986","3,708","3,665","3,642","3,626"
E14001008,Vauxhall,9,"123,808","122,334","121,079","119,912","14,449","14,277","14,130","13,994"
E14001009,Wakefield,78,"100,438","99,280","98,312","97,433","1,290","1,275","1,263","1,252"
E14001010,Wallasey,23,"90,194","90,343","89,992","89,648","3,888","3,894","3,879","3,864"
E14001011,Walsall North,27,"100,050","99,247","98,242","97,002","3,718","3,688","3,650","3,604"
E14001012,Walsall South,33,"105,852","104,514","103,033","101,234","3,203","3,163","3,118","3,064"
E14001013,Walthamstow,16,"118,891","117,946","117,806","115,703","7,346","7,288","7,279","7,149"
E14001014,Wansbeck,137,"82,768","82,231","81,614","81,837",605,601,596,598
E14001015,Wantage,584,"120,402","117,983","115,344","112,968",206,202,197,193
E14001016,Warley,19,"98,834","98,304","97,325","95,768","5,105","5,078","5,027","4,947"
E14001017,Warrington North,91,"96,930","97,017","96,816","96,273","1,060","1,061","1,059","1,053"
E14001018,Warrington South,89,"112,617","112,687","112,157","111,508","1,262","1,263","1,257","1,250"
E14001019,Warwick and Leamington,90,"101,894","99,849","98,928","97,966","1,130","1,107","1,097","1,086"
E14001020,Washington and Sunderland West,43,"87,801","88,096","88,117","88,230","2,061","2,068","2,068","2,071"
E14001021,Watford,37,"122,561","122,153","121,933","121,354","3,315","3,304","3,298","3,282"
E14001022,Waveney,247,"105,282","104,861","104,070","103,656",426,424,421,419
E14001023,Wealden,569,"109,367","108,729","108,408","107,637",192,191,190,189
E14001024,Weaver Vale,166,"90,205","89,411","88,814","88,493",543,538,534,533
E14001025,Wellingborough,165,"113,822","113,099","111,784","109,998",688,683,676,665
E14001026,Wells,556,"107,468","106,881","106,749","105,682",193,192,192,190
E14001027,Welwyn Hatfield,114,"117,380","116,869","115,668","112,507","1,029","1,024","1,014",986
E14001028,Wentworth and Dearne,90,"99,150","98,554","97,771","97,206","1,098","1,091","1,083","1,077"
E14001029,West Bromwich East,28,"93,802","93,365","92,292","91,267","3,371","3,355","3,317","3,280"
E14001030,West Bromwich West,27,"96,226","95,418","94,735","93,746","3,500","3,471","3,446","3,410"
E14001031,West Dorset,"1,033","98,748","98,090","97,494","96,880",96,95,94,94
E14001032,West Ham,17,"188,275","185,200","181,896","176,092","10,854","10,677","10,486","10,152"
E14001033,West Lancashire,262,"97,655","97,626","96,888","96,484",372,372,369,368
E14001034,West Suffolk,818,"120,899","121,071","118,384","118,123",148,148,145,144
E14001035,West Worcestershire,705,"96,281","95,096","94,300","93,800",137,135,134,133
E14001036,Westminster North,8,"134,137","129,527","128,317","126,805","16,802","16,225","16,073","15,884"
E14001037,Westmorland and Lonsdale,"1,330","84,941","84,614","84,100","83,996",64,64,63,63
E14001038,Weston-Super-Mare,146,"111,725","110,924","110,162","108,790",767,762,757,747
E14001039,Wigan,61,"104,850","104,158","103,620","103,365","1,733","1,721","1,712","1,708"
E14001040,Wimbledon,21,"99,774","99,220","98,641","98,091","4,711","4,685","4,658","4,632"
E14001041,Winchester,325,"102,030","102,044","101,534","100,400",314,314,312,309
E14001042,Windsor,146,"106,412","105,669","105,393","104,649",727,722,720,715
E14001043,Wirral South,61,"73,195","72,991","72,943","72,846","1,204","1,201","1,200","1,198"
E14001044,Wirral West,48,"69,634","69,375","69,357","69,504","1,453","1,448","1,447","1,450"
E14001045,Witham,370,"92,372","91,545","90,996","90,470",250,247,246,244
E14001046,Witney,714,"109,800","109,266","108,748","108,609",154,153,152,152
E14001047,Woking,99,"108,034","108,197","108,774","108,200","1,091","1,093","1,099","1,093"
E14001048,Wokingham,156,"111,426","109,445","108,471","107,131",714,701,695,686
E14001049,Wolverhampton North East,25,"91,732","90,944","90,833","90,166","3,705","3,673","3,669","3,642"
E14001050,Wolverhampton South East,25,"94,358","93,652","92,692","91,655","3,812","3,783","3,744","3,702"
E14001051,Wolverhampton South West,23,"88,339","87,774","86,806","85,640","3,817","3,793","3,751","3,701"
E14001052,Worcester,33,"101,891","102,314","101,927","100,985","3,062","3,075","3,063","3,035"
E14001053,Workington,673,"79,650","79,433","79,128","78,894",118,118,118,117
E14001054,Worsley and Eccles South,60,"103,706","103,048","102,181","101,270","1,738","1,727","1,713","1,698"
E14001055,Worthing West,30,"99,512","98,911","98,301","97,819","3,267","3,248","3,228","3,212"
E14001056,Wycombe,140,"111,309","111,353","111,390","110,932",795,796,796,793
E14001057,Wyre and Preston North,266,"90,213","89,672","89,426","89,410",339,337,336,336
E14001058,Wyre Forest,195,"101,062","100,715","100,007","99,599",517,515,512,510
E14001059,Wythenshawe and Sale East,37,"108,227","108,336","108,286","108,049","2,961","2,964","2,963","2,957"
E14001060,Yeovil,401,"111,511","111,055","110,455","109,814",278,277,275,274
E14001061,York Central,23,"113,152","111,937","110,825","110,102","4,818","4,767","4,719","4,688"
E14001062,York Outer,248,"96,741","96,226","96,095","95,682",389,387,387,385
W07000041,Ynys Môn,711,"69,961","69,794","69,665","69,936",98,98,98,98
W07000042,Delyn,283,"69,847","69,801","69,796","69,907",247,247,247,247
W07000043,Alyn and Deeside,155,"85,746","85,354","84,830","84,178",554,551,548,544
W07000044,Wrexham,103,"71,222","70,655","70,417","70,497",690,685,683,683
W07000045,Llanelli,235,"83,136","82,826","82,434","82,204",354,352,351,350
W07000046,Gower,298,"79,504","79,176","78,888","78,323",267,266,265,263
W07000047,Swansea West,33,"83,428","83,573","83,333","82,632","2,549","2,553","2,546","2,525"
W07000048,Swansea East,49,"83,534","82,731","82,241","81,361","1,714","1,697","1,687","1,669"
W07000049,Aberavon,176,"68,649","68,203","67,535","67,016",389,387,383,380
W07000050,Cardiff Central,17,"93,898","93,276","93,577","91,553","5,590","5,553","5,571","5,451"
W07000051,Cardiff North,43,"90,220","90,507","89,793","89,557","2,115","2,122","2,105","2,099"
W07000052,Rhondda,100,"69,537","69,278","69,331","69,376",696,693,694,694
W07000053,Torfaen,117,"83,145","82,378","82,092","81,893",710,704,701,700
W07000054,Monmouth,829,"86,212","85,613","85,279","84,816",104,103,103,102
W07000055,Newport East,122,"81,901","81,090","80,469","79,535",669,662,657,650
W07000056,Newport West,97,"89,235","88,258","86,908","86,286",924,914,900,894
W07000057,Arfon,408,"62,757","62,304","62,074","61,730",154,153,152,151
W07000058,Aberconwy,603,"59,207","58,941","58,873","58,856",98,98,98,98
W07000059,Clwyd West,921,"73,539","73,371","73,475","73,163",80,80,80,79
W07000060,Vale of Clwyd,216,"72,146","72,026","71,862","71,742",334,333,332,332
W07000061,Dwyfor Meirionnydd,"2,127","61,421","61,438","61,249","60,905",29,29,29,29
W07000062,Clwyd South,623,"72,523","72,600","72,585","72,446",116,117,117,116
W07000063,Montgomeryshire,"2,174","63,297","63,271","63,349","63,627",29,29,29,29
W07000064,Ceredigion,"1,786","72,992","73,076","73,665","74,211",41,41,41,42
W07000065,Preseli Pembrokeshire,"1,181","79,178","78,902","78,444","77,925",67,67,66,66
W07000066,Carmarthen West and South Pembrokeshire,"1,018","77,840","77,544","77,441","77,228",76,76,76,76
W07000067,Carmarthen East and Dinefwr,"1,555","72,469","71,891","71,672","71,561",47,46,46,46
W07000068,Brecon and Radnorshire,"3,007","69,150","69,244","68,988","69,103",23,23,23,23
W07000069,Neath,265,"74,257","73,887","74,143","73,930",280,279,280,279
W07000070,Cynon Valley,182,"71,043","70,673","70,462","70,115",390,388,386,384
W07000071,Merthyr Tydfil and Rhymney,162,"76,326","76,168","75,940","75,498",472,471,470,467
W07000072,Blaenau Gwent,109,"69,713","69,609","69,630","69,547",641,640,640,640
W07000073,Bridgend,85,"84,135","83,796","83,096","82,437",994,990,981,974
W07000074,Ogmore,203,"78,042","77,515","77,147","76,454",385,382,380,377
W07000075,Pontypridd,105,"82,250","82,153","81,551","81,255",783,782,776,774
W07000076,Caerphilly,115,"88,262","88,129","88,068","87,829",770,769,769,767
W07000077,Islwyn,112,"76,614","76,451","76,159","76,088",684,683,680,679
W07000078,Vale of Glamorgan,315,"102,352","100,945","99,481","98,757",325,320,316,313
W07000079,Cardiff West,51,"93,481","93,312","92,933","92,593","1,834","1,830","1,823","1,816"
W07000080,Cardiff South and Penarth,46,"116,462","115,406","114,275","113,016","2,511","2,489","2,464","2,437"
